stmt_id,ckt_id
46657,8593
110951,20324
147793,60527
178776,121186
25802,165536
225170,224780
190586,18643
42535,260124
8510,290882
171499,78902
169152,289388
50096,189293
180026,295830
150482,177634
49924,194775
183003,184556
114083,191547
112419,148345
78594,234069
83688,71651
137006,316346
188263,146232
164655,14798
53493,88801
82558,112524
231352,290940
120070,304145
12142,327185
68608,8307
81606,73224
219899,99075
3402,290981
156007,143880
85778,180185
51452,88232
148888,264263
64171,305668
92260,216378
3257,209659
91058,241321
57700,100815
102929,54226
122667,231917
183873,117029
59638,269295
166755,217121
5476,306755
207444,307638
3237,87268
90820,32828
236089,16856
186556,122840
184043,203398
223666,125864
146593,162912
32415,30215
186451,44675
67538,97235
102199,229959
171353,189392
226827,74373
183414,97698
178371,135267
183677,60395
126231,75645
8700,195976
28211,51174
128039,50674
214183,172503
78473,109491
221753,202414
128029,143660
127048,235785
75793,14150
47221,49234
190639,241702
173337,62237
84608,246915
5809,303977
38211,194777
66342,19003
223202,195519
201888,257261
4734,176668
49646,269216
98755,139226
58977,101560
212,5176
106169,83019
130330,201896
219292,210671
59155,255150
233638,142869
87557,33068
198482,115793
134640,315534
116754,240948
182550,179911
123982,136108
200368,219371
10456,303008
67942,125076
217427,294988
102362,285903
188634,120309
78218,298137
139217,8037
231665,45810
15922,305362
131683,149172
110311,127550
76038,124145
71033,157667
98008,99989
113514,299324
128224,42580
194348,308219
213454,303219
36699,280796
198717,295047
187073,97931
183516,288186
34661,155218
58152,309785
157771,309912
145615,288350
46781,129127
91484,98312
169787,137900
182502,56715
128033,163545
11112,120943
179033,311169
161625,165182
106629,58848
22776,160464
139773,139467
164248,40584
102153,295298
10155,258368
208231,56273
217436,225262
10631,71942
106328,249517
93372,81755
72082,19519
233179,181658
90192,326891
46225,76840
173635,183037
127175,26127
211513,191310
143582,21047
115693,190638
193759,326984
63883,245487
85123,328540
4569,236809
6535,195638
71128,199183
104100,203118
63022,94172
188446,84143
21033,186793
111826,94833
100057,38935
233358,90984
89383,1385
211032,248280
146902,241064
8899,209125
148825,65358
96388,39159
131065,192717
40476,240703
29472,251461
112936,93331
25464,76525
128429,192754
105404,28593
98230,180340
60843,249744
219459,212987
161224,236944
237683,32589
26113,217954
120762,152990
124930,244951
58492,148283
175503,14672
132072,100622
96561,317220
126636,228680
117663,110538
180660,126432
228334,57952
194696,238519
137954,325897
18132,75106
12329,65749
49806,138400
212413,67697
227037,319580
57396,273030
229478,80530
127874,95691
72418,136316
61004,316486
166578,269905
52623,238234
204736,55774
123290,187461
4957,269650
97927,78220
69969,69995
21881,288805
80543,291655
56040,94899
181676,147397
126143,316408
216930,5962
119052,63832
50812,73089
20772,167619
92672,144081
233502,98354
73202,287183
101194,93328
71260,209524
162785,142236
119202,44416
221304,19292
167936,45904
29220,182373
133283,18524
62291,102375
75829,219903
224827,67202
176217,30787
228048,324833
130931,266186
201422,247175
190290,283790
117066,3978
76676,147353
55969,319199
202521,180903
23299,45530
176114,74602
101666,129493
58133,46604
149279,159187
174616,248082
232316,211986
208174,202825
158075,311426
7675,49232
223491,185665
10874,297881
213493,118031
228658,29263
224540,229504
171540,305979
70909,118575
157372,70116
190910,54166
235513,100351
77560,58097
2338,179339
209557,21594
91171,215481
1097,44091
156752,30291
111420,296248
137586,232197
9898,185207
30873,200329
148201,136441
230271,247624
196627,132584
11282,190549
118418,261809
203101,147464
226739,237708
27589,185661
66680,62867
109812,325534
11100,200915
70279,179825
48799,201165
120031,94974
33152,170924
59186,312312
132427,158404
73287,54955
67117,141233
36576,113516
193933,244399
81501,45550
204448,115476
185726,107808
89745,35441
183101,59693
41703,244181
21577,221970
55053,258503
17998,26871
211229,195897
224360,242692
99127,312892
224997,289272
72495,243042
172609,318520
339,222550
170653,31894
211423,67065
24498,253742
141638,106744
114002,235802
225120,289445
6184,270171
116646,143943
209112,8126
192451,63272
40826,156987
46176,141074
189491,50086
60737,32222
32313,67615
200246,130814
89992,212843
121792,199498
49918,104690
134344,184545
43591,160549
115711,76676
221776,251183
103903,161096
91036,287397
94500,223746
95353,108795
42636,310512
202081,58949
236645,282866
124532,272548
77143,12410
52712,313554
206854,242067
87152,115647
118348,252026
86425,297508
204383,257937
36775,277486
84779,116056
192580,23079
212787,12512
196992,130337
110897,290028
85734,193579
34100,277554
1515,287917
121677,255061
210886,61404
178501,276235
130237,168393
82678,64126
22989,17139
163287,89269
15054,68311
61722,239592
98430,189559
152136,164495
120359,30070
7717,4693
234572,230995
125233,328867
223083,19224
166259,166480
87444,101911
159503,202514
159473,328851
168303,166713
65981,8838
196440,10040
204966,307808
106913,249681
170415,134256
50175,102389
129689,90584
88665,248387
204517,275989
113384,125760
157594,294927
104191,89563
237402,60773
236749,150305
8757,86231
149695,53240
229571,272218
28363,247230
44058,193278
215701,233262
98812,99868
66039,300773
212242,193504
195773,264626
231542,294321
79296,149982
205626,321035
58911,47888
57971,80919
115210,292772
37919,97618
97159,10621
140917,230824
20325,39250
224443,210637
43047,73227
158127,219941
232875,199224
890,295582
202391,306952
203842,46234
66077,209238
82321,321990
56713,115509
160710,125927
76792,290684
87586,27183
71650,271759
233479,139235
191944,92206
68290,141689
121813,285223
86780,160956
201879,134973
8618,258023
17997,86279
208874,163905
187328,203008
65973,155045
47572,189700
44793,308531
172404,12138
5202,27338
119878,226910
185126,37542
82224,9350
150647,297727
40128,261762
54807,224621
200631,304647
57720,198961
237074,190807
91669,293151
57333,248061
60367,184122
201662,318053
55886,98323
189152,115112
4598,310389
75222,119604
200964,99480
146192,123666
9145,143852
40423,174561
193094,172327
93492,143504
143644,112804
122135,103854
80358,46137
57134,68111
177220,99828
92102,66201
47597,129774
217369,54378
114174,205314
142700,310934
148720,189431
61032,131551
126862,306956
28344,31934
128586,142815
207761,83513
217239,164330
135240,258660
180744,56777
122195,211877
36451,264018
52634,163166
37906,135568
67676,188853
183655,105874
51483,39023
109001,63974
174194,313213
70216,148766
129540,140058
11453,44267
11021,21556
239093,161527
6966,179701
140503,20760
104524,164683
49507,321389
226772,65159
202902,52058
201876,257885
159525,73641
136774,119549
157669,156881
25756,204420
92006,233076
75924,132350
89031,25747
111770,219250
13876,293217
205037,320770
29811,181274
66241,315470
1769,29985
61540,275771
39073,235604
202083,67395
86882,217215
83272,221249
159035,43479
1222,68003
119104,63330
239972,242479
46744,171251
189909,313945
104981,11668
163796,252334
114081,170454
140707,127874
106076,258372
54308,13402
82981,42289
21500,235998
95102,51538
73959,322121
33286,308310
59801,252688
119642,98416
58016,16018
228,180721
182587,34456
100181,284857
41319,259727
91078,120341
95410,67383
77166,281627
183009,172655
190316,310039
171391,11002
192897,127767
62113,171411
80446,34670
92916,177833
100127,56063
180046,150418
97989,257698
195015,216740
105516,167000
167223,58535
4824,212925
137659,180421
233749,97680
85074,324402
155272,282505
22094,180374
89764,144433
13805,95907
194435,202356
126163,262288
132831,112032
12865,285389
17297,240446
79253,109770
63612,299867
208353,52753
207803,136150
93820,210853
63337,71243
120531,59495
44735,243432
96434,183059
165137,121310
39001,211307
37171,319611
39306,30165
37677,84551
147939,146890
47433,102096
13232,230913
166634,287177
215176,128154
174005,279617
217360,71028
191993,133864
4776,209248
8724,229426
32656,113339
59608,19510
214725,225676
215258,316332
173195,300143
153703,295755
154989,303301
106825,200565
175815,114654
124442,131794
63047,222366
122527,118289
77224,288821
204991,290429
7323,65179
124371,215593
25136,30694
99572,223394
228356,281388
74453,321148
175977,23468
21756,284619
132826,90189
231428,304333
20300,165735
42134,291195
211806,34849
14410,289431
83887,314993
157984,226091
39201,178523
158453,3
79984,90165
215522,278931
151247,97877
202739,62737
173274,93241
147956,299718
19115,21020
102501,13349
221202,90325
197507,223057
86079,219924
158915,302276
9390,102225
16101,43247
192378,161826
191066,70682
160799,207761
219879,185222
125035,319681
149411,250856
190412,171138
208456,290958
1805,143444
24318,160617
35905,2068
66114,221266
111562,5994
190065,209858
222110,156706
152448,237769
4007,47595
76508,261889
47354,312690
122144,43392
66340,226972
35037,241860
192508,225019
45066,49839
176371,135193
132076,260453
191223,51711
123837,64579
180951,105860
72569,2932
195139,198439
9556,292344
65343,241795
91640,88433
132338,315456
122650,3623
160561,45928
43505,85080
192954,180165
170603,166048
29399,31667
111746,91059
57787,284030
220103,169770
86206,172964
101888,224017
231531,315598
44822,214974
202978,16929
160320,98543
8362,220400
125229,254049
189521,135626
51734,82106
235882,144718
22394,179139
55698,114593
57876,76849
46468,141428
185031,216875
12056,102968
214860,181335
57875,123850
170973,71021
52267,74594
16783,75053
109739,257217
160778,46511
31715,45367
230014,229892
164040,51820
151472,39235
104991,325267
112133,280859
124011,296345
166385,91744
185581,167727
84557,280371
7650,110872
140184,123552
31573,122438
230288,312848
205325,225025
75845,36016
127991,277629
228025,288724
28698,79211
181485,274394
141295,290285
155765,125204
229027,98102
119890,128355
150659,52009
79250,265557
109163,269825
166734,289335
154554,142208
139950,164260
115182,201702
125705,187946
106485,196173
9388,125130
16536,29292
150834,168519
134566,19939
237337,325060
212511,200745
180610,67777
46808,52596
150025,233892
59593,193497
69800,320744
221679,69808
154479,248558
232052,71034
102912,251521
103401,288002
224476,148482
370,184813
17964,32489
21439,45297
65087,148188
80513,199712
169457,25088
96337,308393
193808,229878
37209,132563
67526,196643
130471,237072
20837,29063
239302,77926
166648,170132
28912,244614
133872,73212
117381,36164
60139,178623
66282,182144
218180,8063
115815,244612
43720,126923
135166,80180
105468,257447
87459,265739
121502,149990
12104,324502
1683,313972
136970,252717
99155,62370
81062,32884
76005,185020
177339,126732
201262,298215
90249,294666
40156,167700
66980,44460
119285,293929
149870,257150
19843,168062
133931,240807
63687,158275
159438,258814
120969,163456
22609,325748
59115,119980
110789,44437
210822,31357
135846,247025
95365,182141
7254,177365
156346,150015
104652,183560
248,179306
102617,252755
62010,195195
222289,149651
75473,106099
157179,296776
199455,207231
159782,131269
145555,251538
133972,309812
183634,52190
231099,32355
122084,291059
100654,189891
54011,216616
136570,164952
186714,279679
174310,79686
221527,291973
8572,295416
8591,117445
23315,216761
122121,326232
47424,264338
227990,63755
125835,319655
121089,169771
54732,321643
29046,290740
151229,197363
60428,200047
60465,174092
26706,70822
222144,287082
208920,131252
96148,311021
79261,175088
235743,253911
237640,99515
47666,317779
96457,154775
103861,231048
209494,292141
3723,33726
20667,25969
83413,272092
112850,95372
44423,241314
138510,233793
181302,150624
95168,316812
177059,127144
114186,23866
12927,44417
3837,64552
130653,313686
92112,90966
185594,163514
137615,324238
229498,270549
198917,72973
36027,217495
227457,167223
36005,86564
78186,218796
124582,185416
226849,314477
101654,281890
97715,6363
208175,183521
88275,118413
142664,218973
13054,295721
82783,252984
59729,265029
15695,186495
145288,129860
64318,38798
205594,189217
113489,325018
228215,29704
32534,187837
104680,137410
26877,99016
80230,214426
176764,45442
219894,294836
193242,305702
115281,37394
28170,305888
140756,186073
15690,222351
151123,75929
179265,243374
36148,56666
104094,247229
99765,160602
102841,215053
55451,166202
166644,88940
23493,114937
178012,17943
183582,75129
87740,165483
51494,75147
176166,134489
168980,160573
155306,157646
185190,221967
115092,128989
80394,231424
207458,141971
132973,295665
885,9126
116934,25862
200868,55628
36257,288599
7743,246030
165696,87631
43592,212411
3825,188675
193855,188075
83755,248026
218343,218855
2066,158162
58109,323590
50411,234604
162919,137707
38466,231373
214057,91429
38459,217087
98233,156986
188805,45601
236605,64209
127532,188369
68262,137936
75064,315860
33605,193390
70052,219586
150704,212711
107817,186774
111536,287197
121574,270267
4945,141550
152011,296405
128316,91684
54054,221593
82312,239776
52308,299853
207332,310709
159651,271330
38547,107507
133224,237497
51323,9855
43976,321351
3611,125282
84942,67077
203067,83307
25402,319756
83177,177509
96819,69644
15311,107453
179066,278907
32295,150014
56862,238562
34063,27100
206400,93279
227244,143846
21938,205750
208775,275610
204879,275557
230676,224692
110204,310016
222923,275993
19631,108559
233526,93167
178449,242388
192055,124677
180523,181024
221109,93764
76687,40023
113188,224321
109114,203551
189481,240472
195658,94454
99128,151136
179495,34120
97435,19007
109864,274332
15832,113818
71006,13707
37678,48785
94408,15027
25901,19343
84787,149964
201026,108514
176744,33267
63271,219334
49358,120379
207105,315487
136937,272201
82259,134967
102504,294809
31739,247414
92458,494
237620,201656
117688,79087
143943,158174
39527,167141
81660,313751
91147,121291
51269,287484
160127,184778
198289,248141
74655,34504
71182,2150
199692,140029
187705,15450
30966,256656
182174,134603
239976,226127
143234,292604
162841,191054
163240,200929
143030,212102
223584,236652
83483,4763
50585,309642
186995,32971
173293,212323
56567,150326
75945,109890
174127,245340
155483,223638
234375,4236
138806,158527
232470,322024
235925,117824
161794,7189
93497,75238
233719,121578
4726,70716
236522,240095
68774,67365
179707,242040
204916,293047
30293,202328
149734,298096
117139,126274
125833,115957
52671,18684
52660,237917
146226,196868
124559,59442
219548,209171
200988,135396
201,208561
17263,256633
114668,234205
155245,105753
98981,211117
99997,219065
32229,124679
38518,90203
176355,113003
84698,271321
20916,98878
168867,157566
99207,246985
176045,310533
236498,119954
58519,134872
90623,82090
126486,279462
173475,152200
121674,72029
42371,107044
161738,37392
193806,45673
225525,244193
75110,206595
215033,48564
229167,141730
123509,24002
61920,205745
112301,192125
160559,87965
71495,238100
87333,310947
164401,160883
130172,84005
154463,43926
118748,205025
227772,199782
177017,149307
10479,147386
14289,121662
42766,29545
149583,297442
178688,182147
213912,43216
167285,165661
67392,22701
115457,61416
171776,99452
49809,326245
133242,266305
167020,71993
93850,100875
8279,322204
13566,181505
162551,233166
112880,304511
145246,59763
177031,99165
119329,46370
106816,222781
97424,89094
23231,236335
162741,115484
105213,116126
143723,5714
126742,22804
136622,213060
192388,132698
179814,255210
69474,261341
159457,287497
216270,172403
231171,316474
40726,30004
26537,115770
63562,214943
164900,96311
231264,60699
131032,68815
97865,125571
192725,223115
84433,145573
132275,299440
29759,247977
119332,42275
215039,210990
100965,226410
162723,93268
29690,65302
64636,85399
136521,214579
209815,215028
147167,14810
97060,222051
219048,282128
135544,273355
227841,283036
88823,15345
177475,255288
46286,67673
20871,69761
28877,277200
196777,276003
208007,285786
190669,179497
195457,5955
29643,117125
238578,169885
14461,327444
75526,92346
28243,200624
201646,181660
208545,41170
133778,103400
135755,314220
230744,167642
220748,101954
148237,37765
88486,95684
39551,236591
208787,1835
139733,220447
227129,286359
41927,63102
194415,268997
86010,292196
180024,4281
18428,35635
54170,113937
38301,204484
72007,60432
190555,63258
158847,75600
239423,173906
85019,302426
113914,248543
197491,221997
222116,147468
737,92448
18422,205075
209950,172653
100109,34477
94141,195788
198710,38639
181582,118581
76272,128058
120492,194036
59315,252382
149479,27563
60166,77348
16181,237195
154580,17979
161897,3153
117679,259656
47976,299199
131335,238209
93985,266949
221131,173105
17340,212077
103359,240915
73970,35719
193752,24194
113508,42013
237455,99262
26647,92199
203156,16441
143118,296252
82823,44165
108408,261057
2108,132115
190043,152325
161630,266865
88868,193724
130417,285550
175972,165275
69083,45979
40507,286391
41549,82141
229716,274302
110987,239093
6988,181706
123213,215667
196353,47580
127377,90349
127630,25546
43377,8105
27422,196269
94369,237441
168553,235275
204958,129646
11437,249465
153308,246829
128184,65397
238673,63000
159343,274682
237458,83780
59347,326637
193014,94057
237641,43505
162010,145645
3139,237141
163446,114919
174849,26337
134472,70596
214549,40521
95449,181652
179380,232033
201032,108187
77906,248391
108922,327261
154155,154101
47222,299705
172370,135245
222615,150737
183460,325894
236388,66388
181486,111369
8714,296124
149736,273489
49297,327627
219144,278877
23989,173303
77994,91992
150608,98232
150903,61403
39780,65752
131147,86868
181290,230518
97402,292600
110197,61956
219653,27847
34578,87060
68676,34090
226342,309708
148372,78569
71770,48914
151167,249227
157651,817
226032,192141
213883,180115
122058,93168
162474,182064
21888,32410
156736,236965
46574,192219
160279,275252
147548,13660
18517,60934
174082,9308
224079,15221
201131,250669
54265,322018
3951,47046
9171,307654
46488,188538
91471,296249
174015,288898
29970,37406
57192,139844
13878,65846
116864,2515
65649,139807
207393,169799
147473,295203
188226,31900
61520,241723
78666,275422
92629,328069
62772,313888
87676,288004
29264,133436
120563,278726
217601,276185
148368,250049
14162,231826
229928,26217
33115,144543
173289,296555
8476,322639
175505,70717
106462,223259
41993,307902
189256,215919
178893,247353
72107,132576
118221,244292
228853,281037
70345,264746
145805,199372
1779,328756
214207,282220
204285,299271
104221,213820
160874,264896
75948,315870
227512,310856
229046,75308
74228,62265
186913,224402
72702,42806
233425,190037
26373,141068
118545,105891
225159,7846
35257,207661
188201,192589
34284,221549
115560,187808
172850,304228
64618,262030
72835,163520
203718,218797
70698,301408
232765,17462
186997,145159
86364,246498
72895,197918
112318,264477
62894,215126
90287,295982
77695,153720
139538,238410
93208,118225
48271,22497
69991,118920
217535,108128
3028,230078
63200,296025
54051,171877
138053,309483
115345,99801
206452,280369
195579,80095
144836,22521
233376,89436
162053,309993
218492,13614
21869,215183
9211,27872
112561,315912
225799,294331
99908,198997
98662,173794
92118,44482
142760,116891
81271,178759
174635,44919
236834,42594
46311,31789
65207,268081
61190,278721
5256,103246
175555,37793
58231,47452
111342,34502
50047,141759
218620,264337
67857,219794
67426,307862
213123,251085
194890,152696
19242,62307
81353,250465
33287,152138
127374,209687
50956,117457
72808,270123
48443,152545
77042,224786
62244,189272
171801,40889
193541,13879
163977,224071
222138,235609
230724,195453
38677,224398
30945,63568
60494,222792
135389,221302
24390,140722
47476,162906
54295,291179
45925,282944
139776,170685
91693,180228
221945,44580
7929,226480
48172,25445
185695,189984
92201,74553
224268,118141
86111,132399
115957,35663
121256,32794
86191,224270
140823,247388
87214,226025
101777,203995
3722,187248
52768,307051
185526,143915
39348,188727
235447,231340
146831,315715
137729,209746
114066,162891
238076,255235
135830,128146
108635,219331
236700,95612
13977,312124
69164,116272
61407,305553
153766,203391
27426,45694
51997,125707
119179,167924
100208,263443
98523,65180
231797,61508
97661,2128
90746,222432
102734,51855
149907,328092
233968,292636
234169,270455
4767,320824
116824,149421
921,181813
95710,29980
139843,104691
152038,33240
134002,110967
45583,178528
80539,24637
172972,47248
220608,79747
167946,228651
116640,131441
207552,237346
175381,99948
219082,38599
80816,283486
212546,147299
86441,137996
130535,12631
219006,126072
157598,118347
189812,118848
163205,64759
134846,174769
207141,282027
35519,208266
159654,172313
202949,195169
89046,280744
60163,302837
38319,2318
148526,135782
80239,40552
209479,91375
2796,286407
153374,134467
19695,166909
81684,180317
116374,257193
80827,88440
100083,52436
11582,229635
37489,136438
87981,178500
187872,262009
152370,283942
73046,37832
50331,118794
13664,22754
16365,123763
18161,327669
201737,108302
4585,31550
147169,253764
67689,71967
132086,271944
181912,23128
176159,260215
108990,282333
175105,156610
63436,174304
65353,140976
185807,169692
100229,119267
111654,89355
174360,135756
131450,10194
12049,51527
176168,287
28983,158233
17432,304372
233203,151932
238976,53604
131513,165018
82847,120641
100837,314762
125065,287088
212938,109696
177639,40958
82544,252078
203610,300691
130741,79767
203586,93088
92485,74404
51137,96992
125308,305676
92106,175390
97626,125057
215727,114174
148511,40505
182734,95405
165739,54864
73803,314337
222573,19536
206678,235345
13015,114959
133755,49464
118458,268122
157569,150236
131538,80349
190541,88094
85830,296327
157088,28336
21162,185361
209580,62701
178140,87601
162215,206969
211124,258443
154694,239955
167159,326833
59304,264983
122860,118641
45774,178231
74219,179638
47109,274041
41997,201198
44480,254258
189821,262101
210787,265689
206642,14567
98643,69261
236551,218940
94481,211560
184030,140349
172680,77473
178305,316888
135015,70750
224621,204692
143295,297438
25531,191317
181359,322214
20748,179010
222766,45623
121838,277651
182582,120667
232977,263955
117149,322882
8850,157120
98761,21409
226204,147260
217339,262895
199025,304169
98716,316462
15407,103381
7434,75780
188878,257788
187996,92259
36752,96486
98243,238420
37877,141775
74139,93534
89848,161625
26435,14192
222517,95601
98038,150151
222067,40386
70115,202834
104612,213286
83129,167083
80416,34250
122792,187810
3488,95581
199244,64832
224838,322256
120817,103835
208958,92177
130792,304270
29536,77550
64837,142181
107893,295433
198050,123470
52861,58215
75597,22274
143912,16977
32558,230190
118829,13936
57324,110653
195775,173478
57759,245319
213793,219841
111094,290728
239831,79742
155810,262225
70829,71017
99872,314807
157826,158045
114291,272592
167855,2248
63502,251870
81689,5765
179519,62278
28104,40272
236773,46311
183819,141726
72017,46623
29832,273433
223056,299685
182608,218808
149264,22398
185447,18205
114260,257619
151509,322540
84177,89470
84570,49251
13428,115141
174030,60518
84620,44544
13142,132751
26442,170098
171684,21002
71183,130855
63592,266553
117914,110835
130717,57923
78592,30818
141952,107105
107531,108996
101539,136713
212037,34534
99531,155794
44174,42712
90117,228083
159748,323704
98879,160417
19369,81885
94387,47689
177802,5806
11491,76709
141518,209773
189956,273791
231439,65705
183148,236417
125260,271271
215676,66354
41211,42245
124796,59175
80992,210594
147016,4701
1305,141254
140946,2585
173097,38861
206563,203233
37737,203194
22186,140987
63839,190301
82533,256585
220226,168500
127376,294479
181743,189527
180236,270880
179727,166360
231134,20762
168685,186613
218407,95554
182646,278452
161687,100690
62826,292944
101496,301659
158809,82929
186298,11919
77867,7825
106601,124611
231259,321425
67411,208066
88677,284164
4620,203352
182167,313516
77017,129714
209701,181941
205573,27663
124089,149928
212079,108006
8764,236960
230896,61737
233468,244549
21622,295734
30294,308060
28329,11599
85516,179383
68702,20741
8357,18403
87837,222691
51976,118507
81472,107167
27477,190138
177471,210638
69411,41483
115865,154882
196147,223151
33725,311226
190275,318604
238320,144805
67984,122776
116930,156890
71275,279050
186395,97916
236288,25907
178191,43043
62924,285035
48608,123142
38043,300785
165944,47552
55700,235725
236811,165448
175173,216414
192741,89575
239582,285250
173132,119033
89428,73692
120404,142288
31677,320566
29518,279985
150787,128982
147853,303213
191038,177501
134976,52222
179821,218210
121359,13032
2451,165774
190599,243581
82924,142695
54460,114125
185592,216729
150460,202604
200144,312919
75677,142652
42652,157345
32606,82277
148708,157062
63536,123059
113162,52143
78835,14378
47993,55910
146151,1532
84059,29515
113398,39292
74334,93063
137127,95845
202546,227747
173743,298219
149998,311579
87246,182813
12373,269875
160132,269827
207516,167007
172715,303262
116707,11831
180385,285192
79247,235530
25280,181877
156704,101852
37494,173614
70672,256513
154856,297974
144748,49239
166221,179099
136699,128199
87920,6746
107796,173948
123296,43860
84874,203119
12259,204630
12464,143134
103041,10022
144462,298756
154218,280100
192027,49471
96042,33624
219880,92946
14315,298575
124753,321118
44960,106278
201648,242703
99726,198013
508,198022
52722,100964
63142,264553
24276,125712
200873,129126
29853,286492
64237,3412
97762,262557
68893,167082
234849,173563
84720,164732
174131,76749
21006,229284
17584,240640
198640,30594
121604,132061
95021,9758
218501,287728
139318,104986
52719,162820
197157,185925
108171,35977
4955,260373
179430,104203
53054,83406
141126,211316
169437,325124
228052,32704
135610,226734
201548,282244
9333,36004
191187,171890
183332,237118
181257,84330
232529,54777
97733,41016
41780,153615
162839,163111
139419,254744
85870,316384
238443,146691
177703,30989
216012,146778
112783,80305
236847,205615
72611,25234
131092,88466
209056,48589
13682,220859
28667,268111
229354,245090
51755,200318
4288,12497
95958,304649
74880,76158
81118,310305
5516,253989
189314,310360
155097,19709
20771,137067
21807,152248
1315,160069
192412,132310
232022,220348
69297,45124
34566,254086
137446,137556
33699,179714
57674,152650
219900,137794
145710,268701
111946,50195
2256,99581
70160,221163
158021,20673
126030,34413
34751,108676
56174,251357
59660,175891
74487,283811
113149,229692
5196,171513
78867,42678
158789,301746
162790,117131
59953,9277
7300,269213
210022,171531
54948,179908
113326,327621
199467,121623
79436,325022
80076,3815
51647,205407
144609,30825
59579,252131
24079,297754
60816,265535
135312,241313
114778,228630
77433,88416
134238,169688
36854,80120
238715,296840
22349,241528
58876,245688
206122,31341
142870,29202
161997,184343
88073,302605
72807,72744
179580,73162
233047,109540
126123,146150
119032,131077
56245,154428
46167,206748
146299,10263
63488,132543
224885,299577
185785,176436
87331,212861
38477,233945
128549,82
218979,304480
176472,91828
74701,3133
22335,79914
169495,257980
74715,55356
79281,133297
153120,210150
207291,47456
115883,134713
13495,33779
118558,300312
96784,137695
61312,247193
69652,187635
155238,169242
30269,187721
15756,102134
138932,4258
49627,258644
203793,309636
238378,231457
93927,208935
48260,278012
105042,28917
208034,257555
87738,170526
85471,212951
194449,104562
60793,275156
156936,296265
213519,267116
96018,104776
146564,131288
27527,246358
194808,226504
113014,121326
202512,64152
170788,209882
99377,233061
58927,266731
204313,39492
239341,30039
183651,168863
107234,107722
46015,122415
76418,198756
158860,271408
16207,269445
59310,120526
124157,209368
167187,166151
56270,282990
90181,157980
29906,185805
104014,91558
192139,322799
14217,201633
50376,111839
176171,1134
239849,165152
58602,20834
23055,223580
12184,119015
171455,206841
206328,212009
154939,56608
210267,291946
184312,241583
141688,272073
205169,270104
36346,182936
230705,196389
5127,169577
36599,106593
182542,316861
103843,222580
200761,42260
53169,228901
228697,211831
62794,60319
77178,218633
190774,137184
21168,95779
239872,25914
30577,132720
110469,709
180192,295401
117089,208733
171519,324647
79340,70889
226088,116538
200448,272415
40971,284280
32650,10125
95697,5299
173690,183653
101154,274131
235895,233372
65301,204374
39346,189558
99381,42822
38630,160166
164293,197624
199620,292925
42991,75194
104952,29442
192678,235156
200852,159389
166842,226208
200593,112400
8735,156409
210612,45198
54137,214408
10927,28568
136007,132024
221366,231884
134035,60515
127964,29638
69051,251993
233300,66575
225510,172339
12455,243138
179298,57037
113159,105284
1405,175865
164488,73559
148271,112680
145665,209968
152964,9280
70519,157746
217608,282024
196540,78065
162256,99051
106560,100553
83059,167449
160771,179542
116153,34128
58835,254736
145149,265328
111188,292924
158111,9200
145404,117276
42645,58661
217663,12204
9732,68959
95616,267600
7202,314607
166601,164031
179338,201641
222906,243036
45232,303655
118492,38437
102371,173212
89061,54157
73018,216600
216587,246998
202149,42973
88597,92187
20268,154134
221449,280257
144365,148330
58100,8847
167051,14728
8970,157610
1063,243824
79081,255924
52538,271661
107279,153494
226251,144602
108517,76403
193103,327419
207122,171510
235749,186554
237443,175125
203437,114459
142202,72221
167669,275037
89722,54473
123207,313312
34810,236120
162930,65788
107112,122281
105437,96823
128984,123191
173975,85878
487,159623
107012,134628
42798,196740
146409,17431
115660,132824
173611,237442
169757,287961
23091,123286
180481,136663
175687,268524
39023,276399
57830,280328
97600,120816
87041,13806
150502,70576
232145,16876
219895,176784
121412,312843
177318,298579
221049,65121
206946,91825
14105,229708
42465,209503
152076,133645
17281,193951
176400,140379
225730,288769
30717,318068
34197,291438
206005,123022
11089,301444
227239,51200
20179,279720
176885,251953
143700,308083
161720,245144
162067,113159
25453,62459
44213,94239
58608,280697
19702,202238
47171,166286
170113,271074
134718,88629
147918,189494
223163,321835
107541,133444
226741,127745
48348,135446
3007,238062
194480,244586
35883,12308
203488,124585
224696,1227
231664,50502
113847,81941
146007,28551
12647,148399
38078,59295
150882,40467
229010,10213
117446,188569
120863,184147
151830,75331
106734,135373
118398,328667
90845,133944
26394,105520
226886,310063
181946,234209
81051,41259
170293,134007
161282,100145
204082,178744
119951,58227
34451,22221
168433,147951
170886,242263
134572,263187
58350,10261
126497,40922
85385,193960
105390,104414
134010,167259
227783,299952
225305,37995
45212,152944
24238,30830
184245,268312
187880,305533
140788,264960
151534,206023
38158,88193
62607,191352
172287,269126
47352,13724
214752,269790
207922,66605
31246,118130
57826,191517
48994,37410
220052,75972
212196,273613
76447,66953
215855,166145
169814,263879
175449,216930
170898,269122
239096,59736
28331,206120
170673,67512
199268,275166
186249,129786
137483,250538
5479,40849
164510,41828
205473,177494
170980,133242
78805,292780
61916,230338
73666,129647
196372,5123
133681,123611
60205,10469
218289,28478
217288,96026
189205,126818
75798,293565
26767,299531
229484,233986
120373,290125
31903,309006
183467,277563
158972,270873
201074,2986
162995,9058
143276,165468
82710,86643
51067,194354
104655,323897
129663,122443
55001,307706
142603,72093
57434,105655
15422,127428
188546,70503
